t,loss_pct,delay_ms,jitter_ms,dup_pct,rate_limit_mbps
1756688375.152947,0.0,0.0,0.0,0.0,0.0
1756688375.252947,0.0,0.0,0.0,0.0,0.0
1756688375.352947,0.0,0.0,0.0,0.0,0.0
1756688375.452947,0.0,0.0,0.0,0.0,0.0
1756688375.552947,0.0,0.0,0.0,0.0,0.0
1756688375.652947,0.0,0.0,0.0,0.0,0.0
1756688375.752947,0.0,0.0,0.0,0.0,0.0
1756688375.852947,0.0,0.0,0.0,0.0,0.0
1756688375.952947,0.0,0.0,0.0,0.0,0.0
1756688376.052947,0.0,0.0,0.0,0.0,0.0
1756688376.152946,0.0,0.0,0.0,0.0,0.0
1756688376.252946,0.0,0.0,0.0,0.0,0.0
1756688376.352946,0.0,0.0,0.0,0.0,0.0
1756688376.452946,0.0,0.0,0.0,0.0,0.0
1756688376.552946,0.0,0.0,0.0,0.0,0.0
1756688376.652946,0.0,0.0,0.0,0.0,0.0
1756688376.752946,0.0,0.0,0.0,0.0,0.0
1756688376.852946,0.0,0.0,0.0,0.0,0.0
1756688376.952946,0.0,0.0,0.0,0.0,0.0
1756688377.052946,0.0,0.0,0.0,0.0,0.0
1756688377.152946,0.0,0.0,0.0,0.0,0.0
1756688377.252945,0.0,0.0,0.0,0.0,0.0
1756688377.352945,0.0,0.0,0.0,0.0,0.0
1756688377.452945,0.0,0.0,0.0,0.0,0.0
1756688377.552945,0.0,0.0,0.0,0.0,0.0
1756688377.652945,0.0,0.0,0.0,0.0,0.0
1756688377.752945,0.0,0.0,0.0,0.0,0.0
1756688377.852945,0.0,0.0,0.0,0.0,0.0
1756688377.952945,0.0,0.0,0.0,0.0,0.0
1756688378.052945,0.0,0.0,0.0,0.0,0.0
1756688378.152945,0.0,0.0,0.0,0.0,0.0
1756688378.252944,0.0,0.0,0.0,0.0,0.0
1756688378.352944,0.0,0.0,0.0,0.0,0.0
1756688378.452944,0.0,0.0,0.0,0.0,0.0
1756688378.552944,0.0,0.0,0.0,0.0,0.0
1756688378.652944,0.0,0.0,0.0,0.0,0.0
1756688378.752944,0.0,0.0,0.0,0.0,0.0
1756688378.852944,0.0,0.0,0.0,0.0,0.0
1756688378.952944,0.0,0.0,0.0,0.0,0.0
1756688379.052944,0.0,0.0,0.0,0.0,0.0
1756688379.152944,0.0,0.0,0.0,0.0,0.0
1756688379.252944,0.0,0.0,0.0,0.0,0.0
1756688379.352943,0.0,0.0,0.0,0.0,0.0
1756688379.452943,0.0,0.0,0.0,0.0,0.0
1756688379.552943,0.0,0.0,0.0,0.0,0.0
1756688379.652943,0.0,0.0,0.0,0.0,0.0
1756688379.752943,0.0,0.0,0.0,0.0,0.0
1756688379.852943,0.0,0.0,0.0,0.0,0.0
1756688379.952943,0.0,0.0,0.0,0.0,0.0
