module,level,thr_legit_no_bps,thr_legit_mtd_bps,loss_no,loss_mtd,div_no,div_mtd,red_no,red_mtd,shuffle_rate_per_min_no,shuffle_rate_per_min_mtd,score_D,score_S,score_R,score_SV,score_E,score_total
follow_flood,high,13398702.0,13398702.0,0.000267022696929239,0.000267022696929239,0.3797896664364423,0.3797896664364423,1.0,1.0,0.0,0.0,0.3797896664364423,0.0,1.0,1.0,1.0,0.6259579332872884
follow_flood,low,13398702.0,13398702.0,0.000267022696929239,0.000267022696929239,0.3797896664364423,0.3797896664364423,1.0,1.0,0.0,0.0,0.3797896664364423,0.0,1.0,1.0,1.0,0.6259579332872884
follow_flood,med,13398702.0,13398702.0,0.000267022696929239,0.000267022696929239,0.3797896664364423,0.3797896664364423,1.0,1.0,0.0,0.0,0.3797896664364423,0.0,1.0,1.0,1.0,0.6259579332872884
follow_mavlink,high,1767602.0,1767602.0,0.0008080808080808081,0.0008080808080808081,0.8905220682003113,0.8905220682003113,1.0,1.0,0.0,0.0,0.8905220682003113,0.0,1.0,1.0,1.0,0.7281044136400623
follow_mavlink,low,1767602.0,1767602.0,0.0008080808080808081,0.0008080808080808081,0.8905220682003113,0.8905220682003113,1.0,1.0,0.0,0.0,0.8905220682003113,0.0,1.0,1.0,1.0,0.7281044136400623
follow_mavlink,med,1767602.0,1767602.0,0.0008080808080808081,0.0008080808080808081,0.8905220682003113,0.8905220682003113,1.0,1.0,0.0,0.0,0.8905220682003113,0.0,1.0,1.0,1.0,0.7281044136400623
telemetry_trickle_jam,high,7582502.0,7582502.0,0.0008809020436927414,0.0008809020436927414,0.3640870282246845,0.3640870282246845,1.0,1.0,0.0,0.0,0.3640870282246845,0.0,1.0,1.0,1.0,0.6228174056449368
telemetry_trickle_jam,low,7582502.0,7582502.0,0.0008809020436927414,0.0008809020436927414,0.3640870282246845,0.3640870282246845,1.0,1.0,0.0,0.0,0.3640870282246845,0.0,1.0,1.0,1.0,0.6228174056449368
telemetry_trickle_jam,med,7582502.0,7582502.0,0.0008809020436927414,0.0008809020436927414,0.3640870282246845,0.3640870282246845,1.0,1.0,0.0,0.0,0.3640870282246845,0.0,1.0,1.0,1.0,0.6228174056449368
