t,loss_pct,delay_ms,jitter_ms,dup_pct,rate_limit_mbps,dstPort,flowTag
47.2,0,0,0,0,0,5760,
47.3,0,0,0,0,0,5760,
47.4,0,0,0,0,0,5760,
47.5,0,0,0,0,0,5760,
47.6,0,0,0,0,0,5760,
47.7,0,0,0,0,0,5760,
47.8,0,0,0,0,0,5760,
47.9,0,0,0,0,0,5760,
48.0,0,0,0,0,0,5760,
48.1,0,0,0,0,0,5760,
48.2,0,0,0,0,0,5760,
48.3,0,0,0,0,0,5760,
48.4,0,0,0,0,0,5760,
48.5,0,0,0,0,0,5760,
48.6,0,0,0,0,0,5760,
48.7,0,0,0,0,0,5760,
48.8,0,0,0,0,0,5760,
48.9,0,0,0,0,0,5760,
49.0,0,0,0,0,0,5760,
49.1,0,0,0,0,0,5760,
49.2,0,0,0,0,0,5760,
49.3,0,0,0,0,0,5760,
49.4,0,0,0,0,0,5760,
49.5,0,0,0,0,0,5760,
49.6,0,0,0,0,0,5760,
49.7,0,0,0,0,0,5760,
49.8,0,0,0,0,0,5760,
49.9,0,0,0,0,0,5760,
50.0,0,0,0,0,0,5760,
50.1,0,0,0,0,0,5760,
50.2,0,0,0,0,0,5760,
50.3,0,0,0,0,0,5760,
50.4,0,0,0,0,0,5760,
50.5,0,0,0,0,0,5760,
50.6,0,0,0,0,0,5760,
50.7,0,0,0,0,0,5760,
50.8,0,0,0,0,0,5760,
50.9,0,0,0,0,0,5760,
51.0,0,0,0,0,0,5760,
51.1,0,0,0,0,0,5760,
51.2,0,0,0,0,0,5760,
51.3,0,0,0,0,0,5760,
51.4,0,0,0,0,0,5760,
51.5,0,0,0,0,0,5760,
51.6,0,0,0,0,0,5760,
51.7,0,0,0,0,0,5760,
51.8,0,0,0,0,0,5760,
51.9,0,0,0,0,0,5760,
52.0,0,0,0,0,0,5760,
52.1,0,0,0,0,0,5760,
52.2,0,0,0,0,0,5760,
52.3,0,0,0,0,0,5760,
52.4,0,0,0,0,0,5760,
52.5,0,0,0,0,0,5760,
52.6,0,0,0,0,0,5760,
52.7,0,0,0,0,0,5760,
52.8,0,0,0,0,0,5760,
52.9,0,0,0,0,0,5760,
53.0,0,0,0,0,0,5760,
53.1,0,0,0,0,0,5760,
53.2,0,0,0,0,0,5760,
53.3,0,0,0,0,0,5760,
53.4,0,0,0,0,0,5760,
53.5,0,0,0,0,0,5760,
53.6,0,0,0,0,0,5760,
53.7,0,0,0,0,0,5760,
53.8,0,0,0,0,0,5760,
53.9,0,0,0,0,0,5760,
54.0,0,0,0,0,0,5760,
54.1,0,0,0,0,0,5760,
54.2,0,0,0,0,0,5760,
54.3,0,0,0,0,0,5760,
54.4,0,0,0,0,0,5760,
54.5,0,0,0,0,0,5760,
54.6,0,0,0,0,0,5760,
54.7,0,0,0,0,0,5760,
54.8,0,0,0,0,0,5760,
54.9,0,0,0,0,0,5760,
55.0,0,0,0,0,0,5760,
55.1,0,0,0,0,0,5760,
55.2,0,0,0,0,0,5760,
55.3,0,0,0,0,0,5760,
55.4,0,0,0,0,0,5760,
55.5,0,0,0,0,0,5760,
55.6,0,0,0,0,0,5760,
55.7,0,0,0,0,0,5760,
55.8,0,0,0,0,0,5760,
55.9,0,0,0,0,0,5760,
56.0,0,0,0,0,0,5760,
56.1,0,0,0,0,0,5760,
56.2,0,0,0,0,0,5760,
56.3,0,0,0,0,0,5760,
56.4,0,0,0,0,0,5760,
56.5,0,0,0,0,0,5760,
56.6,0,0,0,0,0,5760,
56.7,0,0,0,0,0,5760,
56.8,0,0,0,0,0,5760,
56.9,0,0,0,0,0,5760,
57.0,0,0,0,0,0,5760,
57.1,0,0,0,0,0,5760,
57.2,0,0,0,0,0,5760,
57.3,0,0,0,0,0,5760,
57.4,0,0,0,0,0,5760,
57.5,0,0,0,0,0,5760,
57.6,0,0,0,0,0,5760,
57.7,0,0,0,0,0,5760,
57.8,0,0,0,0,0,5760,
57.9,0,0,0,0,0,5760,
58.0,0,0,0,0,0,5760,
58.1,0,0,0,0,0,5760,
58.2,0,0,0,0,0,5760,
58.3,0,0,0,0,0,5760,
58.4,0,0,0,0,0,5760,
58.5,0,0,0,0,0,5760,
58.6,0,0,0,0,0,5760,
58.7,0,0,0,0,0,5760,
58.8,0,0,0,0,0,5760,
58.9,0,0,0,0,0,5760,
59.0,0,0,0,0,0,5760,
59.1,0,0,0,0,0,5760,
59.2,0,0,0,0,0,5760,
59.3,0,0,0,0,0,5760,
59.4,0,0,0,0,0,5760,
59.5,0,0,0,0,0,5760,
59.6,0,0,0,0,0,5760,
59.7,0,0,0,0,0,5760,
59.8,0,0,0,0,0,5760,
59.9,0,0,0,0,0,5760,
60.0,0,0,0,0,0,5760,
60.1,0,0,0,0,0,5760,
