time_sec,time_min,update_idx,ema_mtd,ema_seeker,breach,block,decoy,scan,stealth,probe,attack,ip_move,pt_move,avg_budget,as_exp,as_var,H_ip,H_pt
2.5740053330082446,0.042900088883470744,1,-0.02258825755099224,0.060703872691628934,0.0078125,0.044921875,0.0,0.0126953125,0.005859375,0.009765625,0.96484375,0.2001953125,0.17578125,1737.58203125,0.26734426617622375,0.19474437832832336,0.6508544683456421,0.7781738638877869
5.454750901990337,0.09091251503317228,2,-0.04669020411486685,0.12195773653355937,0.01171875,0.044921875,0.0,0.009765625,0.0029296875,0.0078125,0.9765625,0.1982421875,0.1845703125,1479.7578125,0.5196455717086792,0.19708561897277832,0.3559277057647705,0.574511706829071
8.512110214011045,0.14186850356685074,3,-0.07391509230758886,0.18576212734694547,0.0078125,0.0361328125,0.0009765625,0.013671875,0.0068359375,0.0068359375,0.9638671875,0.2265625,0.1806640625,1220.79296875,0.7051341533660889,0.1972135752439499,0.16761718690395355,0.4012206792831421
11.269275116996141,0.18782125194993568,4,-0.098867943632207,0.24639322880583236,0.009765625,0.0478515625,0.0,0.0087890625,0.0029296875,0.00390625,0.98046875,0.1962890625,0.173828125,960.94921875,0.8267861604690552,0.19548745453357697,0.06829100847244263,0.26469725370407104
14.244967647013254,0.23741612745022092,5,-0.12326766078073248,0.30582853867925175,0.009765625,0.05078125,0.0,0.0146484375,0.005859375,0.0048828125,0.9677734375,0.193359375,0.19140625,701.9619140625,0.8971085548400879,0.19765615463256836,0.0302587877959013,0.16655272245407104
17.144166468002368,0.28573610780003944,6,-0.15394427633256186,0.3708276447969437,0.0126953125,0.03515625,0.0,0.0107421875,0.00390625,0.0087890625,0.96875,0.201171875,0.19140625,442.6923828125,0.9420244097709656,0.19796454906463623,0.011484373360872269,0.1000976487994194
20.103747607994592,0.3350624601332432,7,-0.1825061388352871,0.4329795733579225,0.0068359375,0.0302734375,0.0009765625,0.0078125,0.005859375,0.0107421875,0.96875,0.216796875,0.1943359375,184.2001953125,0.9663609266281128,0.1982957422733307,0.002578124636784196,0.06206054240465164
23.079460375010967,0.38465767291684944,8,-0.21185162251419906,0.4951835378100048,0.0078125,0.0419921875,0.0009765625,0.021484375,0.005859375,0.0068359375,0.955078125,0.1962890625,0.1953125,-77.3720703125,0.9802525639533997,0.1983301043510437,0.0013574217446148396,0.03666991740465164
25.88565531501081,0.4314275885835135,9,-0.23842171990487918,0.5541872614743348,0.013671875,0.0341796875,0.0,0.009765625,0.0048828125,0.0078125,0.974609375,0.22265625,0.1884765625,-336.8662109375,0.9888010621070862,0.19749945402145386,0.0005029296735301614,0.02109374850988388
28.76920892999624,0.4794868154999373,10,-0.26336886258999526,0.6108140722860864,0.0068359375,0.044921875,0.0009765625,0.0107421875,0.0068359375,0.0126953125,0.9658203125,0.2021484375,0.1943359375,-597.1259765625,0.9938759207725525,0.19910719990730286,0.0,0.011572263203561306
31.870760180987418,0.5311793363497903,11,-0.2897894745777126,0.6682801333810557,0.0078125,0.044921875,0.0,0.013671875,0.0078125,0.0048828125,0.9677734375,0.2080078125,0.1748046875,-857.0087890625,0.9966888427734375,0.19866541028022766,0.0,0.006103514693677425
34.80174488699413,0.5800290814499022,12,-0.3163952973896123,0.7253531293579032,0.0126953125,0.04296875,0.0,0.0126953125,0.0029296875,0.0068359375,0.97265625,0.2216796875,0.1748046875,-1117.984375,0.99835205078125,0.19871264696121216,0.0,0.0031249993480741978
37.545808458991814,0.6257634743165302,13,-0.34357020005388333,0.78218902332529,0.01171875,0.03515625,0.0,0.0107421875,0.0048828125,0.005859375,0.9755859375,0.1982421875,0.19140625,-1379.154296875,0.9995846748352051,0.19598709046840668,0.0,0.0006835935055278242
40.403468475007685,0.6733911412501281,14,-0.3705020197213319,0.8384681096908125,0.0048828125,0.04296875,0.0,0.0166015625,0.0078125,0.009765625,0.9609375,0.2314453125,0.1650390625,-1639.490234375,0.9999499320983887,0.1990864872932434,0.0,9.765620779944584e-05
43.45707573299296,0.7242845955498827,15,-0.3924652712412663,0.8889752672839701,0.0087890625,0.0419921875,0.0,0.015625,0.0048828125,0.0078125,0.9609375,0.220703125,0.154296875,-1898.263671875,0.9999509453773499,0.19804278016090393,0.0,9.765620779944584e-05
46.41197122799349,0.7735328537998915,16,-0.4153275146036773,0.9399508583852391,0.013671875,0.0380859375,0.0,0.0087890625,0.0078125,0.005859375,0.97265625,0.2216796875,0.18359375,-2158.6650390625,0.9999997615814209,0.19839565455913544,0.0,0.0
49.20753744000103,0.8201256240000172,17,-0.44132308936184006,0.9933761149099797,0.0087890625,0.0419921875,0.0,0.01171875,0.0078125,0.0087890625,0.9638671875,0.2041015625,0.189453125,-2418.466796875,0.9999997615814209,0.19922760128974915,0.0,0.0
51.993586247001076,0.8665597707833512,18,-0.4684587868388508,1.0471720295123497,0.0078125,0.0380859375,0.0,0.017578125,0.005859375,0.00390625,0.96484375,0.1953125,0.2109375,-2678.109375,0.9999997615814209,0.19826148450374603,0.0,0.0
54.97430979899946,0.9162384966499909,19,-0.49120667749732494,1.0962459076594029,0.0087890625,0.0400390625,0.0,0.017578125,0.0078125,0.01171875,0.95703125,0.220703125,0.203125,-2938.5068359375,0.9999997615814209,0.19754812121391296,0.0,0.0
58.01390106600593,0.9668983511000988,20,-0.513689795900532,1.1448408869787285,0.005859375,0.037109375,0.0,0.01171875,0.00390625,0.009765625,0.9638671875,0.205078125,0.1806640625,-3198.3779296875,0.9999997615814209,0.1961730718612671,0.0,0.0
60.98939152501407,1.0164898587502345,21,-0.5362910009735967,1.1929283984740426,0.0107421875,0.0458984375,0.0,0.0107421875,0.00390625,0.005859375,0.9716796875,0.1982421875,0.1826171875,-3457.435546875,0.9999997615814209,0.19669663906097412,0.0,0.0
63.719442439003615,1.061990707316727,22,-0.5568320276038801,1.2382316347153055,0.0078125,0.029296875,0.0,0.0107421875,0.00390625,0.00390625,0.9775390625,0.2197265625,0.19140625,-3717.576171875,0.9999997615814209,0.19944672286510468,0.0,0.0
66.77717852900969,1.1129529754834948,23,-0.5787178489806266,1.2843887244448813,0.0068359375,0.037109375,0.0,0.0078125,0.005859375,0.009765625,0.9716796875,0.21875,0.1748046875,-3978.1328125,0.9999997615814209,0.19813793897628784,0.0,0.0
69.76758513299865,1.1627930855499775,24,-0.5995364373170741,1.329149070084478,0.0107421875,0.037109375,0.0,0.0107421875,0.0029296875,0.0078125,0.9716796875,0.220703125,0.1923828125,-4238.994140625,0.9999997615814209,0.19491328299045563,0.0,0.0
72.57844357099384,1.2096407261832307,25,-0.6190880679255549,1.3719796476540707,0.0087890625,0.03515625,0.0,0.01171875,0.005859375,0.0078125,0.9677734375,0.1982421875,0.17578125,-4499.458984375,0.9999997615814209,0.195163756608963,0.0,0.0
75.35936752401176,1.2559894587335294,26,-0.6395139247379066,1.4151229404548546,0.0068359375,0.0283203125,0.0009765625,0.009765625,0.005859375,0.001953125,0.9736328125,0.2099609375,0.16796875,-4759.28515625,0.9999997615814209,0.1947982758283615,0.0,0.0
78.3943311200128,1.3065721853335466,27,-0.6572555075216784,1.4552354139080337,0.0107421875,0.0458984375,0.0,0.0048828125,0.0068359375,0.0068359375,0.97265625,0.201171875,0.1708984375,-5020.369140625,0.9999997615814209,0.19725611805915833,0.0,0.0
81.46313007999561,1.3577188346665934,28,-0.6752219705772436,1.4953367908465562,0.0078125,0.0400390625,0.0,0.0146484375,0.0078125,0.0078125,0.9638671875,0.2353515625,0.181640625,-5281.439453125,0.9999997615814209,0.19961562752723694,0.0,0.0
85.16993306900258,1.4194988844833765,29,-0.6911562527716169,1.5328100599235188,0.0146484375,0.0419921875,0.0,0.0087890625,0.0078125,0.0107421875,0.966796875,0.2197265625,0.1806640625,-5540.9580078125,0.9999997615814209,0.1985204517841339,0.0,0.0
90.24473239999497,1.5040788733332495,30,-0.7101359851457233,1.572708714082926,0.017578125,0.0419921875,0.0,0.0166015625,0.0107421875,0.009765625,0.9560546875,0.2099609375,0.1796875,-5800.30078125,0.9999997615814209,0.19817213714122772,0.0,0.0
94.56378923699958,1.576063153949993,31,-0.7252712790353517,1.6085593799008722,0.009765625,0.048828125,0.0009765625,0.0126953125,0.0048828125,0.005859375,0.9697265625,0.197265625,0.169921875,-6060.228515625,0.9999997615814209,0.19469420611858368,0.0,0.0
97.33581157799927,1.6222635262999878,32,-0.7412579198138456,1.6449580317917005,0.013671875,0.04296875,0.0009765625,0.0107421875,0.00390625,0.00390625,0.9755859375,0.2060546875,0.1923828125,-6319.6025390625,0.9999997615814209,0.1993878185749054,0.0,0.0
100.07742886900087,1.6679571478166813,33,-0.7595849840885369,1.682959307568497,0.0068359375,0.0498046875,0.0,0.0068359375,0.0078125,0.0048828125,0.9765625,0.224609375,0.1884765625,-6579.55078125,0.9999997615814209,0.1991495043039322,0.0,0.0
102.9464156650065,1.715773594416775,34,-0.7764085441595923,1.7193860131525613,0.009765625,0.0361328125,0.0009765625,0.017578125,0.001953125,0.0107421875,0.9619140625,0.1875,0.212890625,-6840.7412109375,0.9999997615814209,0.19978511333465576,0.0,0.0
106.0387914699968,1.7673131911666133,35,-0.7930705597916227,1.7550493182919005,0.0078125,0.0419921875,0.0,0.0185546875,0.0048828125,0.0068359375,0.962890625,0.22265625,0.169921875,-7101.35546875,0.9999997615814209,0.196144238114357,0.0,0.0
108.89897929300787,1.8149829882167978,36,-0.8087275821676235,1.7892988263221203,0.0068359375,0.0419921875,0.0,0.017578125,0.00390625,0.0087890625,0.96484375,0.2255859375,0.1787109375,-7361.4169921875,0.9999997615814209,0.19922010600566864,0.0,0.0
111.74150566200842,1.8623584277001404,37,-0.8217700724358957,1.8207824573508138,0.0166015625,0.04296875,0.0009765625,0.0107421875,0.0029296875,0.005859375,0.9697265625,0.1796875,0.1728515625,-7622.9326171875,0.9999997615814209,0.1947706937789917,0.0,0.0
114.77926533098798,1.9129877555164663,38,-0.8389192667192049,1.855838899890062,0.0068359375,0.0400390625,0.0,0.0126953125,0.005859375,0.0068359375,0.96875,0.1923828125,0.193359375,-7883.294921875,0.9999997615814209,0.19417472183704376,0.0,0.0
117.81459797901334,1.9635766329835558,39,-0.8554862192995127,1.8900445401161599,0.01171875,0.05078125,0.0,0.0107421875,0.0078125,0.0078125,0.96875,0.189453125,0.177734375,-8143.822265625,0.9999997615814209,0.19637471437454224,0.0,0.0
120.58713992798585,2.009785665466431,40,-0.8703104558397645,1.922204296907853,0.0107421875,0.044921875,0.0,0.0087890625,0.0048828125,0.001953125,0.978515625,0.2236328125,0.1826171875,-8404.6240234375,0.9999997615814209,0.20047670602798462,0.0,0.0
123.44968110899208,2.057494685149868,41,-0.8874632077167097,1.95634219645449,0.005859375,0.0322265625,0.001953125,0.0107421875,0.0048828125,0.0048828125,0.974609375,0.1845703125,0.1953125,-8664.1796875,0.9999997615814209,0.19369131326675415,0.0,0.0
126.43595312500838,2.1072658854168065,42,-0.9025043498234008,1.9880134024635665,0.009765625,0.037109375,0.0,0.0048828125,0.005859375,0.005859375,0.978515625,0.220703125,0.1865234375,-8924.169921875,0.9999997615814209,0.19883650541305542,0.0,0.0
129.5094964489981,2.1584916074833016,43,-0.9158767491298424,2.0177321993672335,0.013671875,0.02734375,0.0009765625,0.017578125,0.0048828125,0.0078125,0.958984375,0.1943359375,0.1962890625,-9184.4306640625,0.9999997615814209,0.1988794207572937,0.0,0.0
132.31476969600772,2.2052461616001287,44,-0.9308570667060362,2.0486892314170007,0.017578125,0.0458984375,0.0009765625,0.0107421875,0.005859375,0.0068359375,0.970703125,0.2275390625,0.1787109375,-9444.697265625,0.9999997615814209,0.1984940767288208,0.0,0.0
135.08184625199647,2.2513641041999413,45,-0.9438228120699821,2.077291420310593,0.0087890625,0.0380859375,0.0,0.0107421875,0.005859375,0.0068359375,0.966796875,0.22265625,0.18359375,-9704.591796875,0.9999997615814209,0.1978674978017807,0.0,0.0
138.11132373398868,2.301855395566478,46,-0.9566528997602269,2.1054989488492746,0.005859375,0.0390625,0.0,0.005859375,0.001953125,0.0078125,0.9814453125,0.2099609375,0.2060546875,-9964.6953125,0.9999997615814209,0.19770212471485138,0.0,0.0
141.17388833398581,2.3528981388997634,47,-0.9702931581825182,2.134009071812656,0.009765625,0.041015625,0.0,0.0087890625,0.0029296875,0.0048828125,0.9794921875,0.2158203125,0.1826171875,-10223.9443359375,0.9999997615814209,0.19902658462524414,0.0,0.0
